,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
755,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,120,0,0,0,0,2016-11-21T20:00:00Z,0,19,West Brom,0,0,0,0,12,0,2081,0,4,0,0,-57,162,219,50,FALSE,0,12
766,2016-17,Roberto Firmino,FWD,,0,0,4,1,41.5,209,115,0,0,8.9,6.6,2016-11-19T15:00:00Z,90,13,Southampton,0,0,0,0,12,0,710045,0,0,41,3,159081,170837,11756,87,FALSE,0,12
769,2016-17,Romelu Lukaku,FWD,,0,0,6,0,17,143,112,1,0,7.5,6.6,2016-11-19T15:00:00Z,90,16,Swansea,0,0,0,0,12,0,1476014,1,1,51,2,76232,129275,53043,99,TRUE,0,12
775,2016-17,Salomón Rondón,FWD,,1,0,32,1,16.1,449,120,0,1,9.5,48.2,2016-11-21T20:00:00Z,78,3,Burnley,0,0,0,0,12,0,190093,0,4,31,9,-2766,19063,21829,65,TRUE,0,12
780,2016-17,Sergio Agüero,FWD,,0,0,4,0,6.4,239,111,1,0,5.7,0,2016-11-19T15:00:00Z,85,5,Crystal Palace,0,0,0,0,12,0,1932218,2,1,52,2,25985,54258,28273,132,FALSE,0,12
782,2016-17,Shane Long,FWD,,0,0,5,0,0.3,313,115,0,0,0.3,2.2,2016-11-19T15:00:00Z,25,9,Liverpool,0,0,0,0,12,0,132096,0,0,0,1,-5885,171,6056,61,TRUE,0,12
792,2016-17,Troy Deeney,FWD,,1,0,14,0,11.3,425,119,1,0,4.8,22.8,2016-11-19T15:00:00Z,89,8,Leicester,0,0,0,0,12,0,264633,1,2,14,5,-32036,7965,40001,70,TRUE,0,12
817,2016-17,Andre Gray,FWD,,0,0,0,0,0,68,122,0,0,0,0,2016-11-26T12:30:00Z,0,10,Man City,0,0,0,0,13,0,119155,2,1,0,0,-3817,331,4148,62,TRUE,0,13
819,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,127,0,0,0,0,2016-11-27T16:30:00Z,0,11,Man Utd,0,0,0,0,13,0,53768,1,1,0,0,-315,53,368,62,FALSE,0,13
821,2016-17,Anthony Martial,FWD,,0,0,0,0,0,267,127,0,0,0,0,2016-11-27T16:30:00Z,0,20,West Ham,0,0,0,0,13,0,109619,1,1,0,0,-1117,121,1238,93,TRUE,0,13
823,2016-17,Ashley Barnes,FWD,,0,0,2,0,10.6,70,122,0,0,5.2,3.2,2016-11-26T12:30:00Z,11,10,Man City,0,0,0,0,13,0,36039,2,1,38,1,2394,5695,3301,44,TRUE,0,13
824,2016-17,Ashley Fletcher,FWD,,0,0,2,0,10.9,535,127,0,0,5.7,5.4,2016-11-27T16:30:00Z,25,11,Man Utd,0,0,0,0,13,0,6022,1,1,41,1,-199,216,415,50,FALSE,0,13
834,2016-17,Callum Wilson,FWD,,0,0,23,0,1.6,49,121,2,1,5.7,28.2,2016-11-27T14:15:00Z,62,1,Arsenal,0,0,0,0,13,0,125214,1,3,27,6,-22647,1363,24010,64,FALSE,0,13
837,2016-17,Charlie Austin,FWD,,0,3,37,1,24.6,314,128,0,1,13.9,43.4,2016-11-27T16:30:00Z,88,6,Everton,0,0,0,0,13,0,625503,0,1,71,9,-1167,38126,39293,68,TRUE,0,13
839,2016-17,Christian Benteke,FWD,,1,1,43,0,35.2,213,129,5,1,14.2,54.4,2016-11-26T15:00:00Z,90,16,Swansea,0,0,0,0,13,0,256587,4,5,52,10,-15213,9220,24433,75,FALSE,0,13
845,2016-17,Connor Wickham,FWD,,0,0,2,0,2.7,122,129,1,0,2.5,3.6,2016-11-26T15:00:00Z,51,16,Swansea,0,0,0,0,13,0,19572,4,5,19,1,2640,3147,507,56,FALSE,0,13
852,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,126,0,0,0,0,2016-11-26T15:00:00Z,0,15,Sunderland,0,0,0,0,13,0,10548,0,2,0,0,-227,21,248,55,TRUE,0,13
854,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,121,0,0,0,0,2016-11-27T14:15:00Z,0,2,Bournemouth,0,0,0,0,13,0,3264,1,3,0,0,-13,35,48,74,TRUE,0,13
861,2016-17,Divock Origi,FWD,,0,2,31,0,12.8,217,126,0,1,8,36.4,2016-11-26T15:00:00Z,57,15,Sunderland,0,0,0,0,13,0,68273,0,2,31,7,-937,308,1245,65,TRUE,0,13
862,2016-17,Dominic Calvert-Lewin,FWD,,0,0,0,0,0,595,128,0,0,0,0,2016-11-27T16:30:00Z,0,13,Southampton,0,0,0,0,13,0,797,0,1,0,0,11,108,97,45,FALSE,0,13
876,2016-17,Hal Robson-Kanu,FWD,,0,0,-3,0,0.5,571,124,0,0,0.7,0,2016-11-26T15:00:00Z,8,7,Hull,0,0,0,0,13,0,9399,1,1,8,1,-343,652,995,50,FALSE,0,13
878,2016-17,Harry Kane,FWD,,0,0,6,0,23,403,123,2,0,4.8,12,2016-11-26T17:30:00Z,90,4,Chelsea,0,0,0,0,13,0,290626,1,2,13,2,41185,47553,6368,108,FALSE,0,13
885,2016-17,Islam Slimani,FWD,,0,0,24,0,2,567,125,1,1,5,31.4,2016-11-26T15:00:00Z,26,12,Middlesbrough,0,0,0,0,13,0,36304,2,2,17,5,-8569,399,8968,83,TRUE,0,13
897,2016-17,Jamie Vardy,FWD,,0,0,2,0,0.3,184,125,1,0,0,0,2016-11-26T15:00:00Z,64,12,Middlesbrough,0,0,0,0,13,0,386897,2,2,0,1,-939,7404,8343,96,TRUE,1,13
900,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,128,0,0,0,0,2016-11-27T16:30:00Z,0,6,Everton,0,0,0,0,13,0,7549,0,1,0,0,-50,38,88,63,TRUE,0,13
914,2016-17,Joshua King,FWD,,0,0,11,0,19.6,48,121,3,0,4,16.6,2016-11-27T14:15:00Z,90,1,Arsenal,0,0,0,0,13,0,31773,1,3,4,2,-2656,357,3013,54,FALSE,0,13
917,2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0,241,122,0,0,0,0,2016-11-26T12:30:00Z,0,3,Burnley,0,0,0,0,13,0,137733,2,1,0,0,-11132,5220,16352,67,FALSE,0,13
927,2016-17,Lys Mousset,FWD,,0,0,1,0,0.1,53,121,1,0,0.3,0,2016-11-27T14:15:00Z,10,1,Arsenal,0,0,0,0,13,0,2307,1,3,6,1,-36,41,77,52,FALSE,0,13
937,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,130,0,0,0,0,2016-11-27T12:00:00Z,0,14,Stoke,0,0,0,0,13,0,15614,1,0,0,0,-272,10,282,45,TRUE,0,13
943,2016-17,Michail Antonio,FWD,,0,0,12,0,11.1,464,127,1,0,2.7,13,2016-11-27T16:30:00Z,90,11,Man Utd,0,0,0,0,13,0,390018,1,1,3,2,7292,22679,15387,68,FALSE,0,13
944,2016-17,Michy Batshuayi,FWD,,0,0,0,0,0,96,123,0,0,0,0,2016-11-26T17:30:00Z,0,17,Spurs,0,0,0,0,13,0,42528,1,2,0,0,-792,74,866,85,TRUE,0,13
956,2016-17,Odion Ighalo,FWD,,0,0,-1,0,10.6,426,130,0,0,2.9,0,2016-11-27T12:00:00Z,35,14,Stoke,0,0,0,0,13,0,145232,1,0,20,1,-6548,948,7496,70,TRUE,0,13
959,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,129,0,0,0,0,2016-11-26T15:00:00Z,0,5,Crystal Palace,0,0,0,0,13,0,3724,4,5,0,0,-57,114,171,45,TRUE,0,13
960,2016-17,Olivier Giroud,FWD,,1,0,12,0,21.4,25,121,0,0,5.4,15.8,2016-11-27T14:15:00Z,15,2,Bournemouth,0,0,0,0,13,0,109856,1,3,17,4,47515,50360,2845,89,TRUE,0,13
962,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,122,0,0,0,0,2016-11-26T12:30:00Z,0,10,Man City,0,0,0,0,13,0,2025,2,1,0,0,-89,57,146,50,TRUE,0,13
973,2016-17,Roberto Firmino,FWD,,0,0,9,1,30.6,209,126,0,0,11,22,2016-11-26T15:00:00Z,86,15,Sunderland,0,0,0,0,13,0,789349,0,2,57,3,74694,86518,11824,88,TRUE,0,13
976,2016-17,Romelu Lukaku,FWD,,0,0,-1,0,14.4,143,128,1,0,2.2,0.4,2016-11-27T16:30:00Z,90,13,Southampton,0,0,0,0,13,0,1376610,0,1,7,1,-103394,20838,124232,98,FALSE,1,13
982,2016-17,Salomón Rondón,FWD,,0,0,6,0,28.1,449,124,1,0,5,5.4,2016-11-26T15:00:00Z,90,7,Hull,0,0,0,0,13,0,248174,1,1,16,2,56471,62839,6368,66,FALSE,0,13
987,2016-17,Sergio Agüero,FWD,,0,3,47,0,15.1,239,122,1,2,21.1,69.2,2016-11-26T12:30:00Z,88,3,Burnley,0,0,0,0,13,0,1805351,2,1,127,12,-131089,8556,139645,131,FALSE,1,13
989,2016-17,Shane Long,FWD,,0,0,3,0,0,313,128,0,0,0,0,2016-11-27T16:30:00Z,2,6,Everton,0,0,0,0,13,0,131754,0,1,0,1,-587,811,1398,61,TRUE,0,13
999,2016-17,Troy Deeney,FWD,,0,0,7,0,22.5,425,130,1,0,5.1,8.2,2016-11-27T12:00:00Z,90,14,Stoke,0,0,0,0,13,0,267210,1,0,20,2,1630,15921,14291,70,TRUE,0,13
1024,2016-17,Andre Gray,FWD,,0,0,2,0,13.3,68,136,2,0,6.4,3.4,2016-12-03T15:00:00Z,90,14,Stoke,0,0,0,0,14,0,115340,0,2,47,2,-3893,221,4114,62,FALSE,0,14
1026,2016-17,Andy Carroll,FWD,,0,0,27,0,0,468,140,3,1,5,33,2016-12-03T17:30:00Z,18,1,Arsenal,0,0,0,0,14,0,54352,5,1,17,5,515,841,326,61,TRUE,0,14
1028,2016-17,Anthony Martial,FWD,,1,0,21,1,32.3,267,133,0,0,9,25.2,2016-12-04T16:00:00Z,82,6,Everton,0,0,0,0,14,0,110326,1,1,32,6,246,1353,1107,93,FALSE,0,14
1030,2016-17,Ashley Barnes,FWD,,0,0,-2,0,22.4,70,136,2,0,7,10.2,2016-12-03T15:00:00Z,90,14,Stoke,0,0,0,0,14,0,37743,0,2,37,1,814,5768,4954,44,FALSE,1,14
1031,2016-17,Ashley Fletcher,FWD,,0,0,2,0,19.4,535,140,5,0,4.7,3.6,2016-12-03T17:30:00Z,90,1,Arsenal,0,0,0,0,14,0,6368,5,1,24,1,209,614,405,50,TRUE,1,14
1041,2016-17,Callum Wilson,FWD,,0,0,31,0,11.6,49,131,3,1,8,39.2,2016-12-04T13:30:00Z,90,9,Liverpool,0,0,0,0,14,0,118777,3,4,29,6,-6670,3701,10371,64,TRUE,0,14
1044,2016-17,Charlie Austin,FWD,,0,0,1,0,23.1,314,132,2,0,6.2,3.6,2016-12-03T15:00:00Z,75,5,Crystal Palace,0,0,0,0,14,0,714551,0,3,35,1,85709,104204,18495,69,FALSE,1,14
1046,2016-17,Christian Benteke,FWD,,0,3,45,1,5.8,213,132,0,2,15.6,67.8,2016-12-03T15:00:00Z,90,13,Southampton,0,0,0,0,14,0,257534,0,3,82,12,-197,14205,14402,75,TRUE,1,14
1052,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,132,0,0,0,0,2016-12-03T15:00:00Z,0,13,Southampton,0,0,0,0,14,0,16310,0,3,0,0,-3301,195,3496,56,TRUE,0,14
1059,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,131,0,0,0,0,2016-12-04T13:30:00Z,0,2,Bournemouth,0,0,0,0,14,0,10400,3,4,0,0,-193,21,214,55,FALSE,0,14
1061,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,140,0,0,0,0,2016-12-03T17:30:00Z,0,20,West Ham,0,0,0,0,14,0,3300,5,1,0,0,-24,45,69,74,FALSE,0,14
1068,2016-17,Divock Origi,FWD,,0,0,20,0,14.8,217,131,4,1,6.9,31.4,2016-12-04T13:30:00Z,90,2,Bournemouth,0,0,0,0,14,0,94736,3,4,23,6,25156,26108,952,65,FALSE,0,14
1069,2016-17,Dominic Calvert-Lewin,FWD,,0,0,0,0,0,595,133,0,0,0,0,2016-12-04T16:00:00Z,0,11,Man Utd,0,0,0,0,14,0,858,1,1,0,0,-6,104,110,45,TRUE,0,14
1083,2016-17,Hal Robson-Kanu,FWD,,0,0,3,0,1.4,571,139,0,0,0.1,0,2016-12-03T15:00:00Z,3,18,Watford,0,0,0,0,14,0,9004,1,3,0,1,-514,527,1041,50,TRUE,0,14
1085,2016-17,Harry Kane,FWD,,0,3,59,1,24.9,403,138,0,2,21.4,80.6,2016-12-03T15:00:00Z,86,16,Swansea,0,0,0,0,14,0,439528,0,5,108,13,145051,150015,4964,109,TRUE,0,14
1092,2016-17,Islam Slimani,FWD,,0,0,6,0,18.8,567,137,1,0,5.1,0,2016-12-03T15:00:00Z,67,15,Sunderland,0,0,0,0,14,0,37647,1,2,35,2,821,2905,2084,83,FALSE,0,14
1104,2016-17,Jamie Vardy,FWD,,0,0,1,0,4.2,184,137,2,0,1.2,0,2016-12-03T15:00:00Z,90,15,Sunderland,0,0,0,0,14,0,375087,1,2,12,2,-12798,2702,15500,96,FALSE,0,14
1107,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,132,0,0,0,0,2016-12-03T15:00:00Z,0,5,Crystal Palace,0,0,0,0,14,0,7532,0,3,0,0,-46,51,97,63,FALSE,0,14
1121,2016-17,Joshua King,FWD,,0,0,4,0,12.1,48,131,2,0,2.1,4.6,2016-12-04T13:30:00Z,45,9,Liverpool,0,0,0,0,14,0,30621,3,4,4,1,-1299,508,1807,54,TRUE,0,14
1124,2016-17,Kelechi Iheanacho,FWD,,0,0,-1,0,0.3,241,134,1,0,0.7,0,2016-12-03T12:30:00Z,13,4,Chelsea,0,0,0,0,14,0,120970,3,1,12,1,-17288,662,17950,66,TRUE,0,14
1134,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,131,0,0,0,0,2016-12-04T13:30:00Z,0,9,Liverpool,0,0,0,0,14,0,2339,3,4,0,0,-14,57,71,52,TRUE,0,14
1144,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,139,0,0,0,0,2016-12-03T15:00:00Z,0,19,West Brom,0,0,0,0,14,0,15280,1,3,0,0,-337,19,356,45,FALSE,0,14
1150,2016-17,Michail Antonio,FWD,,0,0,0,0,0,464,140,0,0,0,0,2016-12-03T17:30:00Z,0,1,Arsenal,0,0,0,0,14,0,337729,5,1,0,0,-53060,10221,63281,68,TRUE,0,14
1151,2016-17,Michy Batshuayi,FWD,,0,0,3,0,0,96,134,0,0,0,0,2016-12-03T12:30:00Z,1,10,Man City,0,0,0,0,14,0,42014,3,1,0,1,-625,76,701,85,FALSE,0,14
1163,2016-17,Odion Ighalo,FWD,,0,0,2,0,0.4,426,139,1,0,3.1,1.2,2016-12-03T15:00:00Z,14,19,West Brom,0,0,0,0,14,0,139513,1,3,29,1,-5890,472,6362,70,FALSE,0,14
1166,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,138,0,0,0,0,2016-12-03T15:00:00Z,0,17,Spurs,0,0,0,0,14,0,3649,0,5,0,0,-106,113,219,45,FALSE,0,14
1167,2016-17,Olivier Giroud,FWD,,0,0,0,0,0,25,140,0,0,0,0,2016-12-03T17:30:00Z,0,20,West Ham,0,0,0,0,14,0,74460,5,1,0,0,-36116,3821,39937,88,FALSE,0,14
1169,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,136,0,0,0,0,2016-12-03T15:00:00Z,0,14,Stoke,0,0,0,0,14,0,1956,0,2,0,0,-96,48,144,50,FALSE,0,14
1180,2016-17,Roberto Firmino,FWD,,0,0,4,0,15.1,209,131,4,0,4,1.6,2016-12-04T13:30:00Z,90,2,Bournemouth,0,0,0,0,14,0,771840,3,4,23,2,-19055,78058,97113,88,FALSE,0,14
1183,2016-17,Romelu Lukaku,FWD,,0,0,6,0,13.9,143,133,1,0,2.7,9.2,2016-12-04T16:00:00Z,90,11,Man Utd,0,0,0,0,14,0,1156897,1,1,4,1,-222215,9371,231586,95,TRUE,1,14
1189,2016-17,Salomón Rondón,FWD,,0,0,1,0,3.6,449,139,1,0,1.8,0,2016-12-03T15:00:00Z,87,18,Watford,0,0,0,0,14,0,219938,1,3,16,2,-28830,8533,37363,66,TRUE,0,14
1194,2016-17,Sergio Agüero,FWD,,0,0,-10,0,3.8,239,134,3,0,8.6,0,2016-12-03T12:30:00Z,90,4,Chelsea,0,0,0,1,14,0,1841687,3,1,83,-1,28775,55067,26292,131,TRUE,0,14
1196,2016-17,Shane Long,FWD,,0,0,3,0,0.6,313,132,1,0,2.3,3.2,2016-12-03T15:00:00Z,15,5,Crystal Palace,0,0,0,0,14,0,130726,0,3,19,1,-1240,622,1862,61,FALSE,0,14
1206,2016-17,Troy Deeney,FWD,,1,0,20,0,31.6,425,139,3,0,10.9,30.8,2016-12-03T15:00:00Z,90,19,West Brom,0,0,0,0,14,0,231133,1,3,47,4,-36607,2969,39576,69,FALSE,1,14
1231,2016-17,Andre Gray,FWD,,1,0,6,0,10.8,68,142,1,0,6.8,21.4,2016-12-10T15:00:00Z,36,2,Bournemouth,0,0,0,0,15,0,114279,2,3,36,4,-1178,1111,2289,61,TRUE,0,15
1233,2016-17,Andy Carroll,FWD,,0,0,3,0,1.5,468,146,0,0,0.7,3.8,2016-12-11T16:30:00Z,28,9,Liverpool,0,0,0,0,15,0,61959,2,2,2,1,7255,7815,560,61,FALSE,0,15
1235,2016-17,Anthony Martial,FWD,,0,0,5,1,4.3,267,149,0,0,2.2,0,2016-12-11T14:15:00Z,71,17,Spurs,0,0,0,0,15,0,110045,0,1,18,3,-559,677,1236,93,TRUE,0,15
1237,2016-17,Ashley Barnes,FWD,,0,0,2,0,10.8,70,142,1,0,2.3,0,2016-12-10T15:00:00Z,36,2,Bournemouth,0,0,0,0,15,0,43567,2,3,13,1,4708,9201,4493,44,TRUE,0,15
1238,2016-17,Ashley Fletcher,FWD,,0,0,0,0,0,535,146,0,0,0,0,2016-12-11T16:30:00Z,0,9,Liverpool,0,0,0,0,15,0,7222,2,2,0,0,623,1136,513,50,FALSE,0,15
1248,2016-17,Callum Wilson,FWD,,0,0,-2,0,1.9,49,142,2,0,0,0,2016-12-10T15:00:00Z,58,3,Burnley,0,0,0,0,15,0,158547,2,3,2,1,38867,44446,5579,64,FALSE,0,15
1251,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,150,0,0,0,0,2016-12-11T14:15:00Z,0,12,Middlesbrough,0,0,0,0,15,0,479333,0,1,0,0,-237250,45759,283009,68,TRUE,0,15
1253,2016-17,Christian Benteke,FWD,,0,0,27,0,2.8,213,144,3,1,6.6,34,2016-12-10T15:00:00Z,90,7,Hull,0,0,0,0,15,0,408228,3,3,29,6,145640,151720,6080,76,FALSE,0,15
1259,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,144,0,0,0,0,2016-12-10T15:00:00Z,0,7,Hull,0,0,0,0,15,0,14840,3,3,0,0,-1494,112,1606,56,FALSE,0,15
1266,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,146,0,0,0,0,2016-12-11T16:30:00Z,0,20,West Ham,0,0,0,0,15,0,10300,2,2,0,0,-167,51,218,55,TRUE,0,15
1268,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,141,0,0,0,0,2016-12-10T15:00:00Z,0,14,Stoke,0,0,0,0,15,0,3368,1,3,0,0,0,78,78,74,TRUE,0,15
1275,2016-17,Divock Origi,FWD,,0,3,33,0,7.9,217,146,2,1,12.3,37.6,2016-12-11T16:30:00Z,90,20,West Ham,0,0,0,0,15,0,178755,2,2,77,9,81260,84393,3133,66,TRUE,0,15
1277,2016-17,Dominic Calvert-Lewin,FWD,,0,0,0,0,0,595,148,0,0,0,0,2016-12-10T12:30:00Z,0,18,Watford,0,0,0,0,15,0,1016,2,3,0,0,47,162,115,45,FALSE,0,15
1291,2016-17,Hal Robson-Kanu,FWD,,0,0,2,0,0.3,571,143,0,0,0,0,2016-12-11T12:00:00Z,7,4,Chelsea,0,0,0,0,15,0,8754,0,1,0,1,-373,554,927,50,FALSE,0,15
1293,2016-17,Harry Kane,FWD,,0,0,3,0,11.9,403,149,1,0,2,2.6,2016-12-11T14:15:00Z,90,11,Man Utd,0,0,0,0,15,0,762295,0,1,5,2,317082,338058,20976,112,FALSE,0,15
1300,2016-17,Islam Slimani,FWD,,2,0,24,1,26,567,145,0,0,8.6,32.2,2016-12-10T17:30:00Z,77,10,Man City,0,0,0,0,15,0,34456,2,4,28,8,-3614,933,4547,83,TRUE,0,15
1312,2016-17,Jamie Vardy,FWD,,0,3,80,0,4.4,184,145,1,3,18.2,100.2,2016-12-10T17:30:00Z,87,10,Man City,0,0,0,0,15,0,361165,2,4,77,17,-14927,1779,16706,96,TRUE,0,15
1315,2016-17,Jay Rodriguez,FWD,,0,0,1,1,12.7,311,150,0,0,9.5,2.2,2016-12-11T14:15:00Z,90,12,Middlesbrough,0,0,0,0,15,0,7446,0,1,80,3,-117,50,167,63,TRUE,0,15
1329,2016-17,Joshua King,FWD,,0,0,0,0,1.6,48,142,1,0,0.2,0,2016-12-10T15:00:00Z,19,3,Burnley,0,0,0,0,15,0,29772,2,3,3,1,-1042,1169,2211,54,FALSE,0,15
1332,2016-17,Kelechi Iheanacho,FWD,,0,0,2,0,20.8,241,145,3,0,3.4,3.4,2016-12-10T17:30:00Z,57,8,Leicester,0,0,0,0,15,0,327184,2,4,10,1,203726,210887,7161,67,FALSE,0,15
1342,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,142,0,0,0,0,2016-12-10T15:00:00Z,0,3,Burnley,0,0,0,0,15,0,2386,2,3,0,0,-7,71,78,52,FALSE,0,15
1352,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,148,0,0,0,0,2016-12-10T12:30:00Z,0,6,Everton,0,0,0,0,15,0,14991,2,3,0,0,-293,21,314,45,TRUE,0,15
1358,2016-17,Michail Antonio,FWD,,0,0,22,0,1.3,464,146,2,1,7.9,41.4,2016-12-11T16:30:00Z,90,9,Liverpool,0,0,0,0,15,0,286250,2,2,36,7,-51720,2693,54413,67,FALSE,0,15
1359,2016-17,Michy Batshuayi,FWD,,0,0,0,0,0,96,143,0,0,0,0,2016-12-11T12:00:00Z,0,19,West Brom,0,0,0,0,15,0,41827,0,1,0,0,-338,281,619,85,TRUE,0,15
1371,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,148,0,0,0,0,2016-12-10T12:30:00Z,0,6,Everton,0,0,0,0,15,0,135214,2,3,0,0,-4516,770,5286,70,TRUE,0,15
1374,2016-17,Oliver McBurnie,FWD,,0,0,5,0,0.8,546,147,0,0,0.3,2.4,2016-12-10T15:00:00Z,7,15,Sunderland,0,0,0,0,15,0,3604,0,3,0,1,-85,105,190,45,TRUE,0,15
1375,2016-17,Olivier Giroud,FWD,,0,0,2,0,4.6,25,141,0,0,1,0,2016-12-10T15:00:00Z,13,14,Stoke,0,0,0,0,15,0,64627,1,3,6,1,-10721,6396,17117,87,TRUE,0,15
1377,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,142,0,0,0,0,2016-12-10T15:00:00Z,0,2,Bournemouth,0,0,0,0,15,0,1929,2,3,0,0,-65,66,131,50,TRUE,0,15
1388,2016-17,Roberto Firmino,FWD,,0,0,4,0,8,209,146,2,0,3.5,0,2016-12-11T16:30:00Z,90,20,West Ham,0,0,0,0,15,0,786372,2,2,27,1,11558,63918,52360,88,TRUE,1,15
1391,2016-17,Romelu Lukaku,FWD,,0,2,47,0,1.2,143,148,3,2,12.4,66.6,2016-12-10T12:30:00Z,90,18,Watford,0,0,0,0,15,0,1082296,2,3,56,12,-78177,61123,139300,94,FALSE,0,15
1397,2016-17,Salomón Rondón,FWD,,0,0,4,0,4.6,449,143,1,0,3.7,3.4,2016-12-11T12:00:00Z,90,4,Chelsea,0,0,0,0,15,0,199615,0,1,29,2,-20923,10384,31307,66,FALSE,0,15
1402,2016-17,Sergio Agüero,FWD,,0,0,0,0,0,239,145,0,0,0,0,2016-12-10T17:30:00Z,0,8,Leicester,0,0,0,0,15,0,886791,2,4,0,0,-956068,1311,957379,129,FALSE,0,15
1404,2016-17,Shane Long,FWD,,0,0,3,0,0.3,313,150,0,0,0.2,0,2016-12-11T14:15:00Z,6,12,Middlesbrough,0,0,0,0,15,0,134241,0,1,2,1,3243,5052,1809,61,TRUE,0,15
1414,2016-17,Troy Deeney,FWD,,0,0,4,0,34,425,148,2,0,5.7,5.6,2016-12-10T12:30:00Z,90,6,Everton,0,0,0,0,15,0,218279,2,3,17,2,-13541,8415,21956,69,TRUE,0,15
1440,2016-17,Andre Gray,FWD,,0,0,0,0,14,68,154,1,0,2.2,2.2,2016-12-14T19:45:00Z,90,20,West Ham,0,0,0,0,16,0,113568,0,1,6,2,-796,633,1429,61,FALSE,0,16
1442,2016-17,Andy Carroll,FWD,,0,0,3,1,27.8,468,154,0,0,10,7.8,2016-12-14T19:45:00Z,82,3,Burnley,0,0,0,0,16,0,72309,0,1,64,2,10128,11292,1164,61,TRUE,0,16
1444,2016-17,Anthony Martial,FWD,,0,0,0,0,0,267,155,0,0,0,0,2016-12-14T20:00:00Z,0,5,Crystal Palace,0,0,0,0,16,0,109817,2,1,0,0,-382,467,849,93,FALSE,0,16
1446,2016-17,Ashley Barnes,FWD,,0,0,0,0,0.1,70,154,0,0,0.5,0,2016-12-14T19:45:00Z,15,20,West Ham,0,0,0,0,16,0,44771,0,1,6,1,668,3631,2963,44,FALSE,0,16
1447,2016-17,Ashley Fletcher,FWD,,0,0,4,0,10.3,535,154,0,0,1.2,2,2016-12-14T19:45:00Z,8,3,Burnley,0,0,0,0,16,0,7229,0,1,0,1,-116,413,529,50,TRUE,0,16
1457,2016-17,Callum Wilson,FWD,,0,0,0,0,2,49,151,0,0,0.7,0,2016-12-13T19:45:00Z,25,8,Leicester,0,0,0,0,16,0,158676,0,1,6,1,-270,12964,13234,64,TRUE,0,16
1460,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,159,0,0,0,0,2016-12-14T20:00:00Z,0,14,Stoke,0,0,0,0,16,0,269885,0,0,0,0,-209559,1315,210874,67,FALSE,0,16
1462,2016-17,Christian Benteke,FWD,,0,0,4,0,25.3,213,155,2,0,3.5,0,2016-12-14T20:00:00Z,90,11,Man Utd,0,0,0,0,16,0,435327,2,1,10,2,24355,52940,28585,77,TRUE,0,16
1468,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,155,0,0,0,0,2016-12-14T20:00:00Z,0,11,Man Utd,0,0,0,0,16,0,14270,2,1,0,0,-582,44,626,56,TRUE,0,16
1475,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,158,0,0,0,0,2016-12-14T19:45:00Z,0,12,Middlesbrough,0,0,0,0,16,0,10216,3,0,0,0,-112,36,148,55,FALSE,0,16
1477,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,156,0,0,0,0,2016-12-13T19:45:00Z,0,6,Everton,0,0,0,0,16,0,3385,1,2,0,0,-13,56,69,74,FALSE,0,16
1484,2016-17,Divock Origi,FWD,,1,2,42,1,36.7,217,158,0,1,14.7,59.6,2016-12-14T19:45:00Z,90,12,Middlesbrough,0,0,0,0,16,0,275153,3,0,51,11,94414,99166,4752,67,FALSE,0,16
